
       XFOIL         Version 6.96
  
 Calculated polar for: EPPLER E854 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.500  -0.5365   0.06377   0.06217  -0.0569   1.0000   0.0068
  -9.750  -0.6095   0.02614   0.02271  -0.0978   0.9832   0.0052
  -9.500  -0.5948   0.02392   0.02024  -0.0976   0.9765   0.0051
  -9.250  -0.5680   0.02181   0.01789  -0.0996   0.9738   0.0051
  -9.000  -0.5379   0.02004   0.01592  -0.1017   0.9720   0.0051
  -8.750  -0.5187   0.01846   0.01417  -0.1011   0.9654   0.0052
  -8.500  -0.4910   0.01691   0.01247  -0.1023   0.9615   0.0053
  -8.250  -0.4595   0.01581   0.01127  -0.1039   0.9591   0.0055
  -8.000  -0.4397   0.01487   0.01024  -0.1028   0.9498   0.0056
  -7.750  -0.4087   0.01392   0.00920  -0.1041   0.9458   0.0057
  -7.500  -0.3815   0.01298   0.00815  -0.1045   0.9370   0.0058
  -7.250  -0.3430   0.01204   0.00710  -0.1073   0.9326   0.0058
  -7.000  -0.3032   0.01123   0.00618  -0.1104   0.9248   0.0060
  -6.750  -0.2552   0.01051   0.00535  -0.1152   0.9175   0.0063
  -6.500  -0.2133   0.00996   0.00467  -0.1185   0.9031   0.0067
  -6.250  -0.1797   0.00951   0.00407  -0.1200   0.8835   0.0077
  -6.000  -0.1515   0.00910   0.00353  -0.1203   0.8626   0.0118
  -5.750  -0.1259   0.00876   0.00317  -0.1200   0.8429   0.0237
  -5.500  -0.1004   0.00856   0.00293  -0.1197   0.8245   0.0339
  -5.250  -0.0750   0.00839   0.00272  -0.1194   0.8080   0.0457
  -5.000  -0.0495   0.00822   0.00253  -0.1190   0.7924   0.0610
  -4.750  -0.0242   0.00797   0.00233  -0.1187   0.7777   0.0912
  -4.500   0.0010   0.00763   0.00212  -0.1185   0.7641   0.1373
  -4.250   0.0264   0.00725   0.00190  -0.1184   0.7515   0.2010
