
       XFOIL         Version 6.96
  
 Calculated polar for: EPPLER E854 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -0.3733   0.09816   0.09363  -0.0426   1.0000   0.1241
  -8.750  -0.4009   0.09532   0.09095  -0.0448   1.0000   0.1305
  -8.500  -0.4470   0.09265   0.08850  -0.0468   1.0000   0.1314
  -8.250  -0.4036   0.08909   0.08487  -0.0416   1.0000   0.1357
  -8.000  -0.4105   0.08678   0.08265  -0.0397   1.0000   0.1391
  -7.750  -0.4374   0.08490   0.08092  -0.0380   1.0000   0.1427
  -7.250  -0.5402   0.07932   0.07559  -0.0414   1.0000   0.1454
  -6.750  -0.5644   0.05043   0.04476  -0.0558   0.9954   0.0503
  -6.500  -0.5337   0.04480   0.03875  -0.0599   0.9891   0.0493
  -6.250  -0.4965   0.04013   0.03336  -0.0645   0.9833   0.0496
  -6.000  -0.4631   0.03595   0.02863  -0.0671   0.9761   0.0491
  -5.750  -0.4207   0.03279   0.02480  -0.0704   0.9710   0.0500
  -5.500  -0.3889   0.02976   0.02169  -0.0722   0.9635   0.0550
  -5.250  -0.3458   0.02773   0.01933  -0.0750   0.9586   0.0640
  -5.000  -0.3132   0.02598   0.01761  -0.0764   0.9499   0.0785
  -4.750  -0.2742   0.02444   0.01608  -0.0787   0.9436   0.1030
  -4.500  -0.2397   0.02275   0.01471  -0.0806   0.9358   0.1447
  -4.250  -0.2038   0.02005   0.01353  -0.0841   0.9301   0.3558
  -4.000  -0.1694   0.02059   0.01424  -0.0845   0.9208   0.4986
  -3.750  -0.1389   0.02110   0.01463  -0.0843   0.9112   0.5405
  -3.500  -0.0993   0.02143   0.01486  -0.0855   0.9053   0.5744
  -3.250  -0.0723   0.02168   0.01503  -0.0848   0.8951   0.5976
  -3.000  -0.0304   0.02170   0.01492  -0.0866   0.8906   0.6224
