
       XFOIL         Version 6.96
  
 Calculated polar for: EPPLER E854 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -12.000  -0.2937   0.11874   0.11662  -0.0412   1.0000   0.0200
 -11.750  -0.2965   0.11461   0.11252  -0.0426   1.0000   0.0206
  -8.250  -0.4898   0.02772   0.02335  -0.0943   0.9669   0.0108
  -8.000  -0.4628   0.02503   0.02043  -0.0958   0.9622   0.0103
  -7.750  -0.4336   0.02170   0.01674  -0.0979   0.9594   0.0100
  -7.500  -0.4108   0.01959   0.01438  -0.0977   0.9515   0.0099
  -7.250  -0.3793   0.01780   0.01240  -0.0991   0.9478   0.0099
  -7.000  -0.3515   0.01637   0.01081  -0.0995   0.9417   0.0100
  -6.750  -0.3215   0.01517   0.00949  -0.1003   0.9358   0.0102
  -6.500  -0.2854   0.01412   0.00833  -0.1024   0.9324   0.0106
  -6.250  -0.2562   0.01270   0.00681  -0.1035   0.9230   0.0121
  -6.000  -0.2139   0.01198   0.00600  -0.1068   0.9188   0.0147
  -5.750  -0.1758   0.01095   0.00494  -0.1095   0.9093   0.0256
  -5.500  -0.1345   0.01034   0.00437  -0.1127   0.8998   0.0446
  -5.250  -0.0953   0.00983   0.00391  -0.1155   0.8875   0.0704
  -5.000  -0.0613   0.00933   0.00351  -0.1173   0.8722   0.1111
  -4.750  -0.0312   0.00879   0.00311  -0.1182   0.8555   0.1748
  -4.500  -0.0043   0.00808   0.00274  -0.1188   0.8390   0.2869
  -4.250   0.0224   0.00771   0.00259  -0.1189   0.8235   0.3799
  -4.000   0.0498   0.00766   0.00252  -0.1188   0.8087   0.4205
  -3.750   0.0771   0.00768   0.00246  -0.1187   0.7945   0.4469
  -3.500   0.1043   0.00772   0.00243  -0.1185   0.7813   0.4655
  -3.250   0.1315   0.00777   0.00238  -0.1183   0.7689   0.4790
  -3.000   0.1587   0.00784   0.00235  -0.1181   0.7572   0.4922
  -2.750   0.1858   0.00789   0.00232  -0.1179   0.7460   0.5025
  -2.500   0.2129   0.00792   0.00229  -0.1177   0.7350   0.5116
  -2.250   0.2402   0.00799   0.00226  -0.1176   0.7250   0.5214
  -2.000   0.2674   0.00805   0.00227  -0.1174   0.7157   0.5323
  -1.750   0.2944   0.00810   0.00229  -0.1172   0.7062   0.5429
  -1.500   0.3218   0.00815   0.00228  -0.1172   0.6974   0.5515
  -1.250   0.3491   0.00819   0.00227  -0.1171   0.6895   0.5577
  -1.000   0.3767   0.00823   0.00226  -0.1170   0.6813   0.5641
  -0.750   0.4041   0.00827   0.00226  -0.1169   0.6741   0.5695
  -0.500   0.4315   0.00829   0.00227  -0.1169   0.6662   0.5756
  -0.250   0.4592   0.00836   0.00227  -0.1169   0.6598   0.5816
   0.000   0.4865   0.00836   0.00230  -0.1168   0.6527   0.5875
   0.250   0.5143   0.00845   0.00232  -0.1168   0.6464   0.5941
   0.500   0.5415   0.00845   0.00237  -0.1168   0.6399   0.6001
   0.750   0.5692   0.00852   0.00241  -0.1168   0.6339   0.6072
   1.000   0.5967   0.00857   0.00247  -0.1168   0.6282   0.6138
   1.250   0.6241   0.00861   0.00253  -0.1167   0.6221   0.6216
   1.500   0.6517   0.00869   0.00260  -0.1167   0.6168   0.6289
   1.750   0.6791   0.00873   0.00268  -0.1167   0.6111   0.6378
   2.000   0.7063   0.00878   0.00277  -0.1166   0.6057   0.6462
   2.250   0.7340   0.00887   0.00287  -0.1167   0.6007   0.6556
   2.500   0.7611   0.00890   0.00298  -0.1166   0.5951   0.6663
   2.750   0.7882   0.00897   0.00308  -0.1165   0.5899   0.6774
   3.000   0.8153   0.00904   0.00321  -0.1164   0.5845   0.6895
   3.250   0.8417   0.00907   0.00332  -0.1161   0.5780   0.7028
   3.500   0.8681   0.00915   0.00344  -0.1159   0.5715   0.7181
   3.750   0.8937   0.00916   0.00355  -0.1155   0.5637   0.7356
   4.000   0.9191   0.00922   0.00368  -0.1150   0.5556   0.7552
   4.250   0.9434   0.00924   0.00379  -0.1143   0.5464   0.7778
   4.500   0.9673   0.00924   0.00392  -0.1134   0.5370   0.8059
   5.000   1.0093   0.00918   0.00419  -0.1103   0.5209   0.8984
   5.250   1.0369   0.00917   0.00427  -0.1102   0.5118   1.0000
   5.500   1.0623   0.00932   0.00441  -0.1098   0.5021   1.0000
   5.750   1.0874   0.00944   0.00457  -0.1094   0.4906   1.0000
   6.000   1.1117   0.00959   0.00475  -0.1088   0.4773   1.0000
   6.250   1.1348   0.00979   0.00492  -0.1080   0.4606   1.0000
   6.500   1.1572   0.01001   0.00513  -0.1070   0.4403   1.0000
   6.750   1.1778   0.01033   0.00537  -0.1057   0.4131   1.0000
   7.000   1.1955   0.01079   0.00569  -0.1039   0.3745   1.0000
   7.250   1.2067   0.01162   0.00622  -0.1011   0.3123   1.0000
   7.500   1.2133   0.01275   0.00697  -0.0976   0.2452   1.0000
   7.750   1.2200   0.01377   0.00769  -0.0941   0.1924   1.0000
   8.000   1.2276   0.01469   0.00839  -0.0908   0.1526   1.0000
   8.250   1.2361   0.01557   0.00910  -0.0877   0.1222   1.0000
   8.500   1.2455   0.01640   0.00981  -0.0848   0.0980   1.0000
   8.750   1.2554   0.01721   0.01053  -0.0820   0.0791   1.0000
   9.000   1.2653   0.01803   0.01128  -0.0794   0.0641   1.0000
   9.250   1.2748   0.01888   0.01210  -0.0768   0.0519   1.0000
   9.500   1.2843   0.01975   0.01295  -0.0742   0.0424   1.0000
   9.750   1.2923   0.02073   0.01391  -0.0716   0.0348   1.0000
  10.000   1.3005   0.02173   0.01490  -0.0691   0.0287   1.0000
  10.250   1.3092   0.02274   0.01596  -0.0669   0.0238   1.0000
  10.500   1.3121   0.02418   0.01739  -0.0641   0.0192   1.0000
  10.750   1.3221   0.02522   0.01848  -0.0624   0.0160   1.0000
  11.000   1.3244   0.02687   0.02017  -0.0599   0.0128   1.0000
  11.250   1.3314   0.02824   0.02156  -0.0582   0.0103   1.0000
  11.500   1.3313   0.03027   0.02369  -0.0560   0.0087   1.0000
  11.750   1.3367   0.03194   0.02544  -0.0545   0.0077   1.0000
  12.000   1.3395   0.03391   0.02750  -0.0530   0.0069   1.0000
  12.250   1.3326   0.03688   0.03058  -0.0511   0.0062   1.0000
  12.500   1.3361   0.03901   0.03282  -0.0500   0.0059   1.0000
  12.750   1.3386   0.04129   0.03521  -0.0491   0.0057   1.0000
  13.000   1.3409   0.04367   0.03770  -0.0483   0.0053   1.0000
  13.250   1.3432   0.04613   0.04025  -0.0476   0.0050   1.0000
  13.500   1.3441   0.04880   0.04301  -0.0471   0.0047   1.0000
  13.750   1.3429   0.05181   0.04611  -0.0468   0.0044   1.0000
  14.000   1.3390   0.05524   0.04965  -0.0465   0.0043   1.0000
  14.250   1.3322   0.05913   0.05367  -0.0464   0.0042   1.0000
  14.500   1.3236   0.06342   0.05810  -0.0464   0.0040   1.0000
