
       XFOIL         Version 6.96
  
 Calculated polar for: EPPLER E851 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.500  -0.4662   0.09767   0.09607  -0.0327   1.0000   0.0056
  -9.250  -0.4692   0.09407   0.09249  -0.0332   1.0000   0.0059
  -9.000  -0.4744   0.09059   0.08903  -0.0334   1.0000   0.0059
  -8.750  -0.4752   0.08623   0.08470  -0.0355   0.9995   0.0059
  -8.500  -0.4655   0.08056   0.07903  -0.0414   0.9980   0.0063
  -8.250  -0.4569   0.07398   0.07246  -0.0489   0.9959   0.0062
  -8.000  -0.4474   0.06513   0.06361  -0.0614   0.9930   0.0062
  -7.750  -0.3779   0.04143   0.03985  -0.0786   0.9843   0.0068
  -7.500  -0.3667   0.03514   0.03338  -0.0864   0.9818   0.0071
  -7.250  -0.3515   0.03215   0.03026  -0.0882   0.9765   0.0076
  -7.000  -0.3361   0.02772   0.02561  -0.0914   0.9726   0.0077
  -6.750  -0.3169   0.02308   0.02071  -0.0947   0.9703   0.0078
  -6.500  -0.2945   0.01892   0.01625  -0.0976   0.9687   0.0078
  -6.250  -0.2799   0.01580   0.01286  -0.0975   0.9615   0.0078
  -5.250  -0.2053   0.01174   0.00701  -0.1000   0.9509   0.0042
  -5.000  -0.1764   0.01050   0.00555  -0.1002   0.9471   0.0033
  -4.750  -0.1447   0.00978   0.00474  -0.1011   0.9444   0.0031
  -4.500  -0.1166   0.00905   0.00388  -0.1013   0.9399   0.0029
  -4.250  -0.0889   0.00828   0.00294  -0.1014   0.9349   0.0030
  -4.000  -0.0583   0.00776   0.00219  -0.1020   0.9313   0.0036
  -3.750  -0.0304   0.00737   0.00183  -0.1021   0.9266   0.0261
  -3.500  -0.0033   0.00692   0.00162  -0.1023   0.9220   0.0887
  -3.250   0.0245   0.00626   0.00137  -0.1029   0.9181   0.2133
  -3.000   0.0502   0.00564   0.00116  -0.1031   0.9135   0.3506
  -2.750   0.0765   0.00521   0.00115  -0.1032   0.9090   0.4816
  -2.500   0.1055   0.00517   0.00111  -0.1035   0.9055   0.5048
  -2.250   0.1337   0.00514   0.00108  -0.1037   0.9018   0.5186
  -2.000   0.1614   0.00512   0.00106  -0.1038   0.8978   0.5315
  -1.750   0.1896   0.00509   0.00105  -0.1039   0.8941   0.5466
  -1.500   0.2186   0.00508   0.00102  -0.1042   0.8908   0.5607
  -1.250   0.2459   0.00506   0.00103  -0.1042   0.8867   0.5729
  -1.000   0.2737   0.00505   0.00102  -0.1043   0.8825   0.5830
  -0.750   0.3023   0.00505   0.00101  -0.1045   0.8783   0.5914
  -0.500   0.3294   0.00503   0.00102  -0.1044   0.8729   0.5996
  -0.250   0.3571   0.00502   0.00101  -0.1043   0.8672   0.6082
   0.000   0.3844   0.00501   0.00103  -0.1043   0.8611   0.6169
   0.250   0.4117   0.00500   0.00102  -0.1042   0.8540   0.6260
   0.500   0.4388   0.00499   0.00104  -0.1040   0.8465   0.6360
   0.750   0.4661   0.00499   0.00105  -0.1039   0.8390   0.6463
   1.000   0.4924   0.00497   0.00110  -0.1035   0.8286   0.6572
   1.250   0.5186   0.00496   0.00112  -0.1032   0.8163   0.6689
   1.500   0.5449   0.00496   0.00115  -0.1028   0.8034   0.6815
   1.750   0.5714   0.00496   0.00120  -0.1025   0.7912   0.6952
   2.000   0.5974   0.00498   0.00125  -0.1021   0.7758   0.7102
   2.250   0.6211   0.00506   0.00129  -0.1011   0.7411   0.7266
   2.500   0.6392   0.00541   0.00142  -0.0989   0.6588   0.7441
   2.750   0.6472   0.00651   0.00179  -0.0950   0.4785   0.7635
   3.000   0.6536   0.00806   0.00234  -0.0913   0.2359   0.7853
   3.250   0.6692   0.00900   0.00275  -0.0892   0.1012   0.8111
   3.500   0.6908   0.00935   0.00302  -0.0881   0.0592   0.8425
   3.750   0.7103   0.00972   0.00332  -0.0864   0.0208   0.8849
   4.000   0.7320   0.00999   0.00364  -0.0850   0.0036   1.0000
   4.250   0.7559   0.01048   0.00429  -0.0841   0.0021   1.0000
   4.500   0.7776   0.01124   0.00521  -0.0827   0.0020   1.0000
   4.750   0.7982   0.01213   0.00624  -0.0811   0.0020   1.0000
   5.000   0.8194   0.01301   0.00721  -0.0797   0.0020   1.0000
   5.250   0.8413   0.01388   0.00822  -0.0784   0.0021   1.0000
   5.500   0.8642   0.01471   0.00913  -0.0774   0.0023   1.0000
   6.750   0.9391   0.03778   0.03421  -0.0632   0.0056   1.0000
   7.000   0.9471   0.04117   0.03788  -0.0601   0.0056   1.0000
   7.250   0.9529   0.04465   0.04162  -0.0570   0.0056   1.0000
   7.500   0.9565   0.04819   0.04540  -0.0538   0.0056   1.0000
   7.750   0.9575   0.05188   0.04932  -0.0506   0.0055   1.0000
   8.000   0.9569   0.05549   0.05312  -0.0475   0.0055   1.0000
   8.250   0.9542   0.05906   0.05688  -0.0444   0.0055   1.0000
   8.500   0.9501   0.06241   0.06037  -0.0414   0.0054   1.0000
   8.750   0.9466   0.06487   0.06294  -0.0381   0.0052   1.0000
