
       XFOIL         Version 6.96
  
 Calculated polar for: EPPLER E850 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -8.250  -0.5345   0.09099   0.08633  -0.0342   1.0000   0.0849
  -8.000  -0.5570   0.08767   0.08312  -0.0366   1.0000   0.0853
  -7.750  -0.5786   0.08375   0.07919  -0.0409   1.0000   0.0857
  -7.500  -0.5555   0.08074   0.07631  -0.0327   1.0000   0.0900
  -7.250  -0.5614   0.07696   0.07257  -0.0339   1.0000   0.0930
  -7.000  -0.5747   0.07268   0.06823  -0.0372   1.0000   0.0967
  -6.750  -0.5882   0.06808   0.06347  -0.0401   1.0000   0.1004
  -6.500  -0.5777   0.06507   0.06058  -0.0371   1.0000   0.1051
  -6.250  -0.5820   0.06076   0.05603  -0.0395   1.0000   0.1141
  -6.000  -0.5725   0.05763   0.05292  -0.0381   1.0000   0.1205
  -5.750  -0.5658   0.05394   0.04914  -0.0382   1.0000   0.1318
  -5.500  -0.5561   0.05049   0.04541  -0.0384   1.0000   0.1467
  -5.000  -0.4938   0.03583   0.02865  -0.0406   1.0000   0.0424
  -4.750  -0.4669   0.03257   0.02463  -0.0394   1.0000   0.0334
  -4.500  -0.4432   0.02908   0.02077  -0.0390   1.0000   0.0310
  -4.250  -0.4175   0.02639   0.01766  -0.0383   1.0000   0.0289
  -4.000  -0.3908   0.02407   0.01495  -0.0374   1.0000   0.0275
  -3.750  -0.3648   0.02213   0.01278  -0.0364   1.0000   0.0273
  -3.500  -0.3399   0.02053   0.01107  -0.0354   1.0000   0.0281
  -3.250  -0.3152   0.01919   0.00963  -0.0346   1.0000   0.0306
  -3.000  -0.2899   0.01806   0.00840  -0.0342   1.0000   0.0423
  -2.750  -0.2679   0.01453   0.00762  -0.0334   1.0000   0.6059
  -2.500  -0.2651   0.01506   0.00852  -0.0256   1.0000   0.7233
  -2.250  -0.2499   0.01508   0.00844  -0.0221   1.0000   0.7588
  -2.000  -0.2373   0.01504   0.00837  -0.0180   1.0000   0.7913
  -1.750  -0.2225   0.01490   0.00803  -0.0149   1.0000   0.8186
  -1.500  -0.2034   0.01472   0.00775  -0.0132   1.0000   0.8389
  -1.250  -0.1837   0.01455   0.00748  -0.0117   1.0000   0.8598
  -1.000  -0.1644   0.01436   0.00725  -0.0101   1.0000   0.8838
  -0.750  -0.1426   0.01417   0.00704  -0.0091   1.0000   0.9154
  -0.500  -0.1004   0.01399   0.00683  -0.0127   1.0000   0.9656
  -0.250  -0.0658   0.01386   0.00656  -0.0160   1.0000   1.0000
   0.000  -0.0338   0.01396   0.00645  -0.0185   1.0000   1.0000
   0.250  -0.0044   0.01413   0.00648  -0.0201   1.0000   1.0000
   0.500   0.0230   0.01434   0.00659  -0.0211   1.0000   1.0000
   0.750   0.0489   0.01458   0.00675  -0.0216   1.0000   1.0000
   1.000   0.0737   0.01485   0.00696  -0.0219   1.0000   1.0000
   1.250   0.0977   0.01514   0.00723  -0.0220   1.0000   1.0000
   1.500   0.1212   0.01546   0.00754  -0.0220   1.0000   1.0000
   1.750   0.1441   0.01581   0.00789  -0.0220   1.0000   1.0000
   2.000   0.1665   0.01619   0.00829  -0.0218   1.0000   1.0000
   2.250   0.1885   0.01660   0.00875  -0.0217   1.0000   1.0000
   2.500   0.2100   0.01705   0.00927  -0.0215   1.0000   1.0000
   2.750   0.2310   0.01754   0.00985  -0.0213   1.0000   1.0000
   3.000   0.2660   0.01832   0.01078  -0.0239   0.9944   1.0000
   3.250   0.3245   0.01922   0.01213  -0.0308   0.9771   1.0000
   3.500   0.3976   0.01956   0.01290  -0.0395   0.9506   1.0000
   3.750   0.5639   0.01472   0.00934  -0.0571   0.8505   1.0000
   4.000   0.6097   0.01865   0.00916  -0.0555   0.0768   1.0000
   4.250   0.6314   0.02077   0.01125  -0.0535   0.0585   1.0000
   4.500   0.6578   0.02271   0.01316  -0.0529   0.0432   1.0000
   4.750   0.6897   0.02579   0.01625  -0.0530   0.0393   1.0000
   5.000   0.7211   0.02903   0.01979  -0.0527   0.0391   1.0000
   5.250   0.7494   0.03145   0.02276  -0.0510   0.0412   1.0000
   5.500   0.7738   0.03551   0.02754  -0.0486   0.0469   1.0000
   5.750   0.7971   0.04046   0.03314  -0.0458   0.0612   1.0000
   7.250   0.8692   0.06973   0.06482  -0.0330   0.1147   1.0000
   8.250   0.8799   0.08740   0.08262  -0.0290   0.0766   1.0000
   8.500   0.8623   0.08999   0.08548  -0.0275   0.0763   1.0000
   8.750   0.8437   0.09314   0.08877  -0.0266   0.0760   1.0000
