
       XFOIL         Version 6.96
  
 Calculated polar for: EPPLER E850 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -8.500  -0.5186   0.08797   0.08457  -0.0367   1.0000   0.0341
  -8.250  -0.5295   0.08381   0.08047  -0.0387   1.0000   0.0341
  -8.000  -0.5454   0.08042   0.07712  -0.0392   1.0000   0.0341
  -7.750  -0.5596   0.07695   0.07363  -0.0401   1.0000   0.0341
  -7.500  -0.5701   0.07378   0.07038  -0.0404   1.0000   0.0342
  -7.250  -0.5779   0.07073   0.06720  -0.0403   1.0000   0.0344
  -7.000  -0.5819   0.06772   0.06402  -0.0399   1.0000   0.0345
  -6.750  -0.5823   0.06459   0.06069  -0.0394   1.0000   0.0346
  -6.500  -0.5879   0.05631   0.05245  -0.0400   1.0000   0.0359
  -6.250  -0.5813   0.05269   0.04883  -0.0393   1.0000   0.0371
  -6.000  -0.5725   0.04950   0.04556  -0.0388   1.0000   0.0387
  -5.750  -0.5611   0.04617   0.04203  -0.0387   1.0000   0.0411
  -5.500  -0.5400   0.04663   0.04166  -0.0378   1.0000   0.0471
  -4.250  -0.4268   0.02445   0.01762  -0.0360   1.0000   0.0197
  -4.000  -0.3996   0.02159   0.01435  -0.0355   1.0000   0.0171
  -3.750  -0.3724   0.01934   0.01176  -0.0346   1.0000   0.0152
  -3.500  -0.3464   0.01764   0.00987  -0.0337   1.0000   0.0140
  -3.250  -0.3207   0.01633   0.00844  -0.0331   1.0000   0.0136
  -3.000  -0.2948   0.01530   0.00728  -0.0328   1.0000   0.0139
  -2.750  -0.2686   0.01456   0.00634  -0.0326   1.0000   0.0154
  -2.500  -0.2426   0.01407   0.00563  -0.0322   1.0000   0.0201
  -2.250  -0.2143   0.01173   0.00527  -0.0338   1.0000   0.4865
  -2.000  -0.1964   0.01173   0.00586  -0.0314   1.0000   0.6476
  -1.750  -0.1764   0.01186   0.00595  -0.0296   1.0000   0.6881
  -1.500  -0.1557   0.01195   0.00607  -0.0281   1.0000   0.7159
  -1.250  -0.1334   0.01199   0.00610  -0.0272   1.0000   0.7323
  -1.000  -0.1109   0.01204   0.00614  -0.0264   1.0000   0.7460
  -0.750  -0.0887   0.01209   0.00620  -0.0256   1.0000   0.7604
  -0.500  -0.0668   0.01215   0.00629  -0.0248   1.0000   0.7760
  -0.250  -0.0417   0.01226   0.00640  -0.0246   0.9989   0.7940
   0.000  -0.0069   0.01252   0.00673  -0.0264   0.9945   0.8144
   0.250   0.0253   0.01265   0.00694  -0.0276   0.9894   0.8398
   0.750   0.1081   0.01284   0.00744  -0.0338   0.9812   0.9795
   1.000   0.1437   0.01292   0.00748  -0.0362   0.9743   1.0000
   1.250   0.1870   0.01324   0.00777  -0.0400   0.9696   1.0000
   1.500   0.2227   0.01336   0.00790  -0.0421   0.9622   1.0000
   1.750   0.2683   0.01356   0.00815  -0.0460   0.9567   1.0000
   2.000   0.3061   0.01356   0.00822  -0.0483   0.9476   1.0000
   2.250   0.3526   0.01348   0.00825  -0.0520   0.9389   1.0000
   2.500   0.4104   0.01291   0.00799  -0.0572   0.9249   1.0000
   2.750   0.4809   0.01165   0.00700  -0.0641   0.9071   1.0000
   3.000   0.5500   0.00979   0.00544  -0.0697   0.8729   1.0000
   3.250   0.6070   0.00937   0.00414  -0.0723   0.5738   1.0000
   3.500   0.5943   0.01241   0.00497  -0.0650   0.1533   1.0000
   3.750   0.6061   0.01461   0.00647  -0.0620   0.0404   1.0000
   4.000   0.6246   0.01628   0.00814  -0.0599   0.0250   1.0000
   4.250   0.6482   0.01788   0.00983  -0.0585   0.0227   1.0000
   4.500   0.6762   0.01997   0.01204  -0.0578   0.0219   1.0000
   4.750   0.7065   0.02259   0.01493  -0.0572   0.0224   1.0000
   5.000   0.7341   0.02515   0.01785  -0.0561   0.0215   1.0000
   5.500   0.7735   0.03029   0.02364  -0.0533   0.0139   1.0000
   5.750   0.7759   0.02615   0.02081  -0.0450   0.0333   1.0000
   6.000   0.7876   0.03051   0.02556  -0.0424   0.0349   1.0000
   6.250   0.7987   0.03441   0.02982  -0.0398   0.0331   1.0000
   6.500   0.8071   0.03853   0.03423  -0.0374   0.0316   1.0000
   6.750   0.8134   0.04279   0.03873  -0.0353   0.0304   1.0000
   7.000   0.8175   0.04716   0.04328  -0.0333   0.0294   1.0000
   7.250   0.8197   0.05162   0.04789  -0.0314   0.0286   1.0000
   7.500   0.8203   0.05641   0.05277  -0.0299   0.0279   1.0000
   7.750   0.8159   0.06249   0.05892  -0.0286   0.0273   1.0000
   8.750   0.7514   0.08286   0.07973  -0.0218   0.0266   1.0000
   9.000   0.7337   0.08739   0.08434  -0.0222   0.0266   1.0000
